# Korean manuscript batch: early town and first major incident.
# id	Korean translation	category	status
C0-06AF79	[DFT][E2:047E]··가방 안에\n쥐가 들어 있었다니···[TPL:D7]···그보다\n너, 이상한 인형을 못 봤니?\n인형 뒤를 수상한 남자가\n따라가고 있었어.[FIN]쥐 때문에 발이 묶여 있는 동안\n어디론가 가 버렸나 보네?\n이러고 있을 때가 아니야!	event-dialogue	translated
C0-06B05C	[DFT][NXT]ぎ아· 너 [KATAKANA]쥐[HIRAGANA] 말을\n알아듣는 거[KATAKANA]찍[HIRAGANA]?[PAU:1E]그렇다면 이 여자분에게\n말해 줘[KATAKANA]찍[HIRAGANA].[FIN]우리 아이가 이분 가방에\n들어갔다가 나오지 못해서\n곤란해하고 있[KATAKANA]찍[HIRAGANA]!	event-dialogue	translated
C0-06B159	[DFT]아까는 정말 고마웠[KATAKANA]찍[HIRAGANA].\n답례로 좋은 걸\n가르쳐 주겠[KATAKANA]찍[HIRAGANA].[FIN]거기 왼쪽 벽을\n조사해 보[KATAKANA]찍[HIRAGANA].˳	event-dialogue	translated
C0-06B1A1	[DFT]이곳의 인형들은\n[PAL:02][KATAKANA]쥐[HIRAGANA]를 무서워한[KATAKANA]찍[HIRAGANA].\n하지만 이곳 인형들은 모두 사람이\n모습을 바꾼 것이라[KATAKANA]찍[HIRAGANA].[FIN]이 [PAL:02]시계탑 지하[PAL:00]에는\n인형들의 우두머리가 있는데\n그 녀석이 사람을 인형으로 만든대.\n[KATAKANA]엄마[HIRAGANA]가 말해 줬[KATAKANA]찍[HIRAGANA].˳	event-dialogue	translated
C0-06B4A1	[DFT][PAL:03]후후후.\n[PAU:1E]어서 와, 꼬마야.\n[KATAKANA]너[HIRAGANA]도 [KATAKANA]마무라나[HIRAGANA] 님에게\n인형이 되러 온 거니?[FIN]하지만 [KATAKANA]마무라나[HIRAGANA] 님은\n지금 매[KATAKANA]우[HIRAGANA] 바쁘시단다.\n얌전히 돌아가렴, [PAU:28]꼬마야.˳	event-dialogue	translated
C0-06B5B1	[DFT]늦지 않아서 다행이[KATAKANA]찍[HIRAGANA].\n우리 아이를 구해 준\n답례라[KATAKANA]찍[HIRAGANA].[FIN]여기서부터 시계탑 지하로\n내려갈 수 있[KATAKANA]찍[HIRAGANA].\n인형 모습을 한 괴물이 있어[KATAKANA]찍[HIRAGANA].\n조심하는 게 좋겠[KATAKANA]찍[HIRAGANA].˳	event-dialogue	translated
C0-06B935	[DLY:02][STR:D9B886]ぅぐぽぱ[BYTE:BA]Ⅰ[DFT][PAL:03]분명 올 줄 알았어.\n[PAU:1E]너도 이 돌을\n찾고 있지?[FIN]하지만 [PAU:1E][KATAKANA]나[HIRAGANA]를\n인형이라고 [KATAKANA]바보[HIRAGANA] 취급하면 [KATAKANA]안 돼[HIRAGANA].\n[KATAKANA]나[HIRAGANA]는 이 돌 덕분에\n이런 모습으로 변신할 수 있거든.˳	event-dialogue	translated
C0-06B9FE	[DFT] [NAM:00]은\n[PAL:02]보석 2[PAL:00]를 손에 넣었다![NXT]가[TER][DFT] [NAM:00]은\n[PAL:02]보석 2[PAL:00]를 찾았다!\n하지만 소지품이 가득 찼다.˳	event-dialogue	translated
C0-06BAA6	[DF4][PAL:03]후후후.\n귀여운 [KATAKANA]바보[HIRAGANA]구나.\n그렇게 쉽게 될 것 같니?[FIN][KATAKANA]내[HIRAGANA] 몸에 숨겨진 돌은\n인형인 [KATAKANA]나[HIRAGANA]에게\n신비한 힘을 주었어.\n[KATAKANA]너[HIRAGANA]에게 줄 수는 없단다.[FIN]당분간 그렇게 있어.\n나중에 [KATAKANA]우리[HIRAGANA] 편으로\n넣어 주도록 할게.˳[PAL:00]	event-dialogue	translated
C0-06BC21	[CLR]いがぐだじがぐ[CLR]いがぐすが)ぐSに[CMD:FF]ぐだ:子[BYTE:B2]ぅ[DF5]어떠했느냐, [KATAKANA]이고르[HIRAGANA].\n[PAU:1E]정말 믿음직한 소년이 아니냐.[FIN][PAL:02]주인님, [PAU:1E]놀랍습니다.\n[PAU:1E]저 인형은 정말\n상대하기 힘들었는데요···[FIN][PAL:00]이제 이 저택도 올바른 시계에 맞춰\n시간을 새길 수 있겠구나.\n[PAU:1E][KATAKANA]라스크[HIRAGANA] 군과의 약속도 지켰으니\n이제 편히 잠들 수 있겠지.˳	engine-data	translated
C0-06BD1C	[DFT][E2:0481]들었어! 들었다고!\n특[KATAKANA]종보[HIRAGANA]야![FIN][KATAKANA]해커[HIRAGANA]의 목적은\n[E2:004E]라는 이름의\n돌이라는 거지!?\n좋아, 좋아. 기사감이야![FIN]어서 마을로 돌아가\n기사 쓸 준비를 해야겠어!!	event-dialogue	translated
C0-06BDCC	[DF4][E2:0FC2]아, 찾았다!\n덕분에 허리도 꽤\n좋아졌구나.[FIN]뭐? [KATAKANA]티아트론[HIRAGANA]을 찾았다고?\n[PAU:1E]···이런, 나는 완전히\n할 일이 없었던 셈이군.\n노인은 나서지 말아야지.[FIN]일단 [KATAKANA]로코코 마을[HIRAGANA]로\n돌아가지 않겠니?\n너에게 꼭 해 줘야 할\n이야기도 있단다.˳	event-dialogue	translated
C0-06CA5F	[DFT][PAL:03]어머···\n[PAU:28]너, 좋은 걸 가지고 있구나.\n[KATAKANA]반짝반짝 빛나는[HIRAGANA] 멋진 돌이네.\n[PAU:1E]내가 가진 것과 똑같아···[FIN]나도 그 돌을 갖고 싶어.\n[PAU:1E]그 돌에는 아주\n멋진 힘이 있거든.˳	event-dialogue	translated
C0-06CB27	[DFT][PAL:03][NXT]기아라라···\n[PAU:1E][NXT]가다 해치워 버린 거야?\n[PAU:3C]어쩔 수 없네.\n이번에는 봐주도록 할게.[FIN]\n하지만 [PAU:32]포기하지 않을 거야.˳[PAL:00]	event-dialogue	translated
C0-06CED6	[DF4]우리 저택에 온 것을 환영하네.\n[PAU:1E]나는 이 저택의 주인,\n[PAL:02][KATAKANA]장 폴 벨몬트\n폴린키[HIRAGANA] 백작[PAL:00]이라고 하네.[FIN]이 저택을 방문한 손님들을 위해\n저택을 안내하려고\n이 책을 남기기로 했지.[FIN]우리 저택은 지금으로부터 [PAL:02]100년 전[PAL:00]에\n충직한 하인 [KATAKANA]이고르[HIRAGANA]가\n설계하고 지었으며\n본관과 서관으로 나뉘어 있다.˳	event-dialogue	translated
C0-06CFEB	[DF4]본관과 서관은\n저택 안에서도 오갈 수 있지만\n이 입구에서 연결 통로를 통해\n이동할 수도 있네.[FIN]서관에는 [PAL:02]서고[PAL:00]가 있지.\n사실 나도 자서전 비슷한 것을\n쓰고 있는데\n그 일부를 그곳에 보관해 두었네.˳	event-dialogue	translated
C0-06D06F	[DF4]그리고 이곳이 [PAL:02]시계탑[PAL:00]이라네.\n[PAU:3C][KATAKANA]라스크[HIRAGANA][PAL:00]라는 청년이\n설계하고 지어 준 것이지.[FIN]손님이여, [PAU:28]자네가 아무것도 두려워하지 않고\n이 저택을 탐험하겠다면\n내가 자네를 위해 길을 열어 주겠네.\n[PAU:3C]자, [PAU:1E]책에서 고개를 들게나.˳	event-dialogue	translated
C0-06D134	[DFT][PAL:02]멋진 나의 일상\n     제1권\n\n [KATAKANA]폴린키[HIRAGANA] 백작·저자[FIN]┌드디어 나의 저택이 완성되었다.\n 이 기념으로 앞으로 나의 일상을\n 책에 기록하기로 했다.[FIN] 원래 이 저택은 다른 땅에\n 지을 예정이었다.\n 그런데 아무것도 없어야 할 그 땅에\n 무언가가 있어 사람을 거부했다.[FIN] 하지만 내가 만난 소년은\n 아무렇지도 않게 그곳에 들어갔다.\n 이 세상에는 정말\n 이해할 수 없는 일이 많구나.˳┘[PAL:00]	event-dialogue	translated
C0-06D22C	[DFT][PAL:02]멋진 나의 일상\n     제2권\n\n [KATAKANA]폴린키[HIRAGANA] 백작·저자[FIN]┌오늘 손님이 찾아왔다.\n 예전에 숲에서 만났던\n 그 신비한 소년과 아주 닮은\n 금발의 청년이다.[FIN] 기계 장치를 만드는 데 능하다기에\n 앞으로 지을 [PAL:03]시계탑[PAL:02]의\n 설계를 그에게 맡기기로 했다.\n 완성이 기대되는구나.˳┘[PAL:00]	event-dialogue	translated
C0-06D2F2	[DFT][PAL:02]멋진 나의 일상\n     제3권\n\n [KATAKANA]폴린키[HIRAGANA] 백작·저자[FIN]┌[KATAKANA]라스크[HIRAGANA] 군이 만든 시계탑이\n 드디어 완성되었다.\n 대단히 만족스러운 작품이다.[FIN] 시계탑 최상층에는\n 시계가 돌면 움직이는\n 장치 인형을 두었다.\n 금발의 귀여운 인형이다.[FIN] 나는 이 인형에게\n[PAL:03] [KATAKANA]마무라나[HIRAGANA][PAL:02]라는 이름을 붙였다.\n[PAU:14] [KATAKANA]이고르[HIRAGANA]는 이상한 표정을 지었다.\n[PAU:14]무례하구나![FIN] 그런데 [KATAKANA]라스크[HIRAGANA] 군은 아름다운 돌을\n 우리 저택에 숨기고 싶다고 한다.\n 그래서 나는···[PAU:3C]아차.\n[PAU:1E] 여기 적으면 의미가 없겠지.˳┘[PAL:00]	event-dialogue	translated
C0-06D432	[DFT][PAL:02]멋진 나의 일상\n     제4권\n\n [KATAKANA]폴린키[HIRAGANA] 백작·저자[FIN]┌이 세상에는 정말\n 이해할 수 없는 일이 많구나.\n 육신이 다한 지금도\n 나는 이렇게 글을 쓰고 있다.[FIN] 나는 [KATAKANA]라스크[HIRAGANA] 군의 돌을\n 그곳에 숨겨서는 안 되었다.\n 괴물이 된 그 녀석을 생각하면\n 편히 잠들 수가 없다.[FIN] 분명 [KATAKANA]라스크[HIRAGANA] 군은\n 그 돌을 소년이 가지러 올 것이라고 했다.\n 그 소년은 과연\n 그 괴물을 물리칠 수 있을까?˳┘	event-dialogue	translated
C0-06D6D0	[DF4]어서 오십시오.\n아니, [PAU:1E]당신께서 오실 것은\n오래전부터 알고 있었습니다.[FIN]늦게 인사드렸군요.\n제 이름은 [PAL:02][KATAKANA]이고르[HIRAGANA][PAL:00]입니다.[PAU:14]이 저택의 주인이신\n[PAL:02][KATAKANA]폴린키[HIRAGANA] 백작[PAL:00] 님을 모시고 있습니다.[FIN]자, 피곤하시지요?\n방을 준비해 두었으니\n우선 쉬십시오.\n안내해 드리겠습니다.˳	event-dialogue	translated
C0-06DB27	[DFT]주인님.\n[PAU:1E][PAL:02][KATAKANA]라스크[HIRAGANA][PAL:00] 님이 말씀하신 분은\n저분을 가리키는 것일까요?[FIN][PAL:02][NXT]ぞ···[NXT]가어떨지는 모르겠군.\n[PAU:1E]어쨌든 우리는\n실력을 지켜보기로\n하는 게 좋겠습니다.˳	event-dialogue	translated
C0-06DC7D	[DFT][NXT]우[DFT][E2:043E]?[PAU:1E]이 방에서\n사람 목소리가 들렸다고요?[FIN]무슨 소리야?\n아무도 없잖아.\n자, 이상한 소리 하지 말고\n어서 집에 가렴.˳	event-dialogue	translated
C0-06DCD7	[DFT][E2:043B]나는 여기서 취재할 거야.\n아무래도 이 저택은 수상해 보여.\n[PAU:1E]흠, 역시 사건 기자의 [KATAKANA]감[HIRAGANA]이라는 거구나.[FIN]자, 자.\n[PAU:1E]너는 어서 집에 가렴.\n[KATAKANA]해커[HIRAGANA]를 조심해서 돌아가도록 해.˳	event-dialogue	translated
C0-06DE67	[CLR][BYTE:B4]가ぐ名ぐ[BYTE:97]ぐぽI[ESC]ぐ[CLR]れがぐだや技ぼそがじがべげぐ[CB]ぅ[DFT]···그렇다면 이 돌을\n우리 저택 어딘가에\n숨겨 달라는 말인가?\n[PAL:02][KATAKANA]라스크[HIRAGANA] 군?[FIN]수고를 끼쳐 미안하네, 백작.\n이 저택 안이라면\n안전할 것 같아서 말일세···[FIN][PAL:00]걱정할 것 없네.\n자네는 나를 도와주기도 했고\n마침 좋은 은닉처가\n떠올랐으니 말이야.˳	event-dialogue	translated
C0-06E0D7	[DFT]음음음???\n너,\n[KATAKANA]내[HIRAGANA] 말을 알아듣는 거[KATAKANA]멍[HIRAGANA]?[FIN]뭐? [KATAKANA]열쇠[HIRAGANA]?\n···너는 주인님을\n도와주었으니\n특별히 알려 주마[KATAKANA]멍[HIRAGANA].[FIN]이 우물 주변을\n아주 꼼꼼히 조사해 보거라[KATAKANA]멍[HIRAGANA]!	event-dialogue	translated
C0-06E150	[DFT]그 [KATAKANA]열쇠[HIRAGANA]를 가지고 있던 녀석들이\n주인님을 우물에 떨어뜨렸[KATAKANA]멍[HIRAGANA].\n복수하려고 곤란하게 만들어\n줬지[KATAKANA]멍멍[HIRAGANA]![FIN]그 녀석들이 [PAL:02]시계탑[PAL:00]에\n찾는 물건이 있다고 했[KATAKANA]멍[HIRAGANA].\n이 [KATAKANA]열쇠[HIRAGANA]는 분명\n시계탑 물건일 거[KATAKANA]멍[HIRAGANA].˳	event-dialogue	translated
C0-06E223	[DLY:A9]가ぎばじぐだゃ技Sに[CMD:FF]ぐ[STR:E2E186]ぅぐぽへ[CMD:E2]師[DFT] [NAM:00]은\n[PAL:02] [KATAKANA]열쇠[HIRAGANA][PAL:00]를 손에 넣었다![TER][DFT] [NAM:00]은\n[PAL:02] [KATAKANA]열쇠[HIRAGANA][PAL:00]를 찾았다!\n[PAU:3C]하지만 소지품이 가득 찼다.˳	event-dialogue	translated
C0-06E339	[DFT][E2:1481]여, 젊은이. 아까 자네의\n활약에는 정말 감사하네.[TPL:D7]그런데 우물 안은 잘 조사했나?\n[PAL:02]빛을 비춰 자세히 보면[PAL:00]\n새로운 길이 열릴 수도 있지.[FIN]그 길 끝에서 자네의 지인이\n도움을 기다리고 있네.[TPL:D7]필요하다면 이 안쪽 방으로\n들어오게.\n자네라면 [KATAKANA]라스크[HIRAGANA]의 유산을\n사용할 수 있을 테니.[FIN]그리고 손님이여,\n[PAU:1E][PAL:02]인형[PAL:00]을 조심하게.\n그것은 신비한 힘으로\n재앙을 불러오는 존재라네.˳	event-dialogue	translated
C0-06E468	[DFT][E2:1459]또 만났군, 손님.\n자, 지난번 일은\n생각해 보았나?[FIN][JMP][CMD:F7][CMD:E4][DFT]어서 오게, 손님.\n[PAU:1E]나는 이 저택의 주인,\n[PAU:1E][PAL:02][KATAKANA]폴린키[HIRAGANA] 백작[PAL:00]이라 하네.[FIN]그런데 손님,\n[PAU:1E]이 방에 [PAL:02]하얀 괴물[PAL:00]이 들어와\n곤란을 겪고 있다네.[FIN]이 방 안의 [PAL:02]하얀 괴물[PAL:00]을\n데려가 주지 않겠나?\n기꺼이 돕겠습니다.\n싫습니다.[TER][CLR][E2:143F]오! 정말 고맙네.\n[PAU:1E]자, 안으로 들어오게.˳	event-dialogue	translated
C0-06E712	[DFT][PAL:02]전투원 A:\n[PAL:00]위에서 감시하던 녀석도\n완전히 겁을 먹었더라고.[FIN]아까 장난삼아\n[PAL:02][KATAKANA]차단기[HIRAGANA] [KATAKANA]스위치[HIRAGANA][PAL:00]를\n꺼 봤더니 울 것 같더라니까.˳	event-dialogue	translated
C0-06E8BB	[DFT][E2:043B]라? 아직도 있었어?\n뭐? [KATAKANA]차단기[HIRAGANA]를 조작한 게\n너였어?[FIN]앗![PAU:1E]이러고 있을 때가 아니야.\n지금 저 녀석들이 [KATAKANA]파슬리[HIRAGANA]를 찾고 있어.\n[KATAKANA]파슬리[HIRAGANA]에게 녀석들의\n[KATAKANA]열쇠[HIRAGANA]를 빼앗겼대.[FIN][KATAKANA]파슬리[HIRAGANA]를 찾으면\n녀석들의 목적을 알 수 있을지도 몰라.\n[PAU:1E][KATAKANA]플라보노[HIRAGANA] 씨도 찾아야 해!\n[PAU:1E][KATAKANA]플라보노[HIRAGANA] 씨이이이!	event-dialogue	translated
C0-06EA2C	[DF4][E2:044B]잠깐!\n이런 곳에 가둬서 어쩌려는 거야?\n너희 목적이 뭐야?[TPL:D8]시끄러운 누나네!\n찾는 걸 찾으면 보내 줄 테니\n얌전히 있어.[FIN]너 같은 사람이 어슬렁거리면\n일하기 힘들단 말이야!\n안 그래도 이 저택은\n상태가 이상한데···[TPL:D8][E2:047E]··흠, 귀신이 무서워?\n의외로 겁쟁이네.[TPL:D8]···그· 그건···\n[PAU:3C]됐으니 얌전히 있어!\n아, [PAU:1E]별로 마음에 안 드는 타입의 아가씨를\n감시하게 됐군.˳	event-dialogue	translated
C0-06EBCE	[DFT][E2:0F5E]어휴, 살았다.\n자세한 이야기는 나중에 하고\n[KATAKANA]파슬리[HIRAGANA]를 찾아 줘.[FIN]아무래도 방금 그 녀석들에게서\n[PAL:02]시계탑의 [KATAKANA]열쇠[HIRAGANA][PAL:00]를 빼앗은 모양이야.[FIN]녀석들이 당황하는 걸 보니\n어쩌면 [E2:004E]와\n관련이 있을지도 몰라.[FIN][JMP]하[CMD:EC][DFT][E2:0FD4]파슬리는 주운 물건을 숨기는\n버릇이 있어. 그 녀석과 이야기할 수 있다면\n장소를 알 수 있을 텐데···˳	event-dialogue	translated
C0-06EC89	[DFT][E2:0F4F]뭐라고? [KATAKANA]열쇠[HIRAGANA]를 찾았다고?\n그거 잘됐군!\n그러고 보니 아까[FIN]기자 아가씨가 와서\n이상한 인형이 시계탑 안으로\n사라지는 걸 봤다고 하더군.[PAU:14]···대체 무슨 말인지.	event-dialogue	translated
C0-06EDC4	[DFT][E2:085E]노인, 그 [PAL:02]개[PAL:00]는 어디로 갔지?\n[PAU:1E]순순히 말하지 않으면\n혼쭐을 내 주겠다![FIN][E2:0F58]뭐···[PAU:32]혼쭐이라니,\n물고기 눈의 친척인가?[FIN][E2:083C]·혼쭐이라는 건···\n[PAU:3C][NXT]즈················\n[PAU:1E]···바·[PAU:1E][NXT]가날 놀리는 거냐![TPL:D7]\n음?[PAU:1E]너는 또 뭐냐!	event-dialogue	translated
C0-06EEAB	[DFT][E2:0855][KATAKANA]아아[HIRAGANA]악! 몰라뵈었습니다!\n정말 혼쭐이 났습니다!\n목숨만은 살려 주십시오![KATAKANA]아아[HIRAGANA]악![FIN]뭐든 말씀드릴 테니\n용서해 주십시오!\n너희 목적은 뭐냐!?\n남자는 조용히 봐주는 법이지.[TER][CLR]저· 저는 [KATAKANA]해커[HIRAGANA] 사령관인\n[PAL:02][KATAKANA]블랙모어[HIRAGANA][PAL:00] 님의 명령을 받아[FIN][E2:006E]라는 돌을\n찾으러 왔을 뿐입니다.\n그 뒤는 아무것도 모릅[KATAKANA]니다[HIRAGANA]!	event-dialogue	translated
C0-06F084	[DFT]이 [KATAKANA]저택[HIRAGANA]은\n[KATAKANA]잘못된[HIRAGANA] 시간을 [KATAKANA]새기고[HIRAGANA] 있습니다.\n주인[KATAKANA]님[HIRAGANA]은 그것을 슬퍼하여\n[KATAKANA]편히[HIRAGANA] 쉬지 못하고 계십니다.[FIN][KATAKANA]그것[HIRAGANA]도 인형에 [KATAKANA]숨겨진[HIRAGANA]\n[KATAKANA]신비[HIRAGANA]한 돌의 [KATAKANA]힘[HIRAGANA] 때문이라고\n[KATAKANA]합니다[HIRAGANA].˳	event-dialogue	translated
C0-06F146	[DFT][KATAKANA]당신[HIRAGANA]은 [KATAKANA]저[HIRAGANA]를 만든 분과\n아주 [KATAKANA]닮았습니다[HIRAGANA].\n[KATAKANA]저[HIRAGANA]는 그 [KATAKANA]옛날[HIRAGANA]\n주인[KATAKANA]님[HIRAGANA]께 [KATAKANA]받아들여[HIRAGANA]졌습니다.[FIN]주인[KATAKANA]님은 [KATAKANA]저[HIRAGANA]에게\n[KATAKANA]말[HIRAGANA]을 [KATAKANA]가르쳐 주셨습니다.\n[KATAKANA]그래서[HIRAGANA] [KATAKANA]저[HIRAGANA]는 주인[KATAKANA]님[HIRAGANA]을\n[KATAKANA]여기서[HIRAGANA] [KATAKANA]지키고 있는 것[HIRAGANA]입니다.˳	event-dialogue	translated
C0-06FB83	[CLR]장치[TER]남쪽 섬 만물상[TER]하수도[TER]촌장회 접수처[TER]촌장실[TER]촌장회[TER]설산항[TER]설산[TER][KATAKANA]해커 항공기지 입구[HIRAGANA][TER][KATAKANA]해커 항공기지[HIRAGANA][TER]설계실[TER][KATAKANA]해커 요새 입구[HIRAGANA][TER][KATAKANA]해커 요새[HIRAGANA][TER]작전실[TER][KATAKANA]닥터 G 연구실[HIRAGANA][TER]수로 조작실[TER]회의실[TER]감금실[TER]사령실[TER][KATAKANA]레이저실[HIRAGANA][TER][KATAKANA]마더 컴퓨터[HIRAGANA][TER][KATAKANA]포롱의 집[TER]백작 저택[TER]우주선[TER]즐거운 일본어 교실[TER][KATAKANA]키라라 별[HIRAGANA][TER][KATAKANA]쇼콜라 별[HIRAGANA][TER][KATAKANA]쇼콜라 별 피난소[TER][KATAKANA]쇼콜라 별 연구실[HIRAGANA][TER][KATAKANA]쇼콜라 별 사령실[HIRAGANA][TER][KATAKANA]쇼콜라 별 거주구[HIRAGANA][TER][KATAKANA]메탈 아이언호[HIRAGANA][TER][KATAKANA]쇼콜라 별 우주선[HIRAGANA][TER][KATAKANA]해커 우주 요새[HIRAGANA][TER]화물실[TER]병사 휴게실[TER][KATAKANA]엘리베이터 동력실[HIRAGANA][TER]감옥[TER]창고[TER][KATAKANA]가토[HIRAGANA]의 방[TER][KATAKANA]쓰레기 처리장[HIRAGANA][TER][KATAKANA]엔진실[HIRAGANA][TER]우주 요새 중심부[TER][DFT]···앗! 쥐다!\n이 자식, 기다려[KATAKANA]어[HIRAGANA]!	event-dialogue	translated
C0-0780C1	[DFT][E2:0FC2]촌장에게서 들었다네.\n[KATAKANA]티아트론[HIRAGANA] 이야기까지도 말일세.[FIN]하지만 촌장이 [KATAKANA]티아트론[HIRAGANA]을\n노린다는 건 아무래도 이상해.\n나는 지금 촌장이\n가짜가 아닐까 생각하고 있네.[FIN]자네는 [PAL:02]촌장님이 싫어하는 것[PAL:00]을\n알고 있나?\n그걸 이용하면 촌장의 정체를\n잘 밝혀낼 수 있을지도 모르네.˳	event-dialogue	translated
C0-078164	[DFT][E2:0F60]이제야 마음 놓고\n이야기할 수 있겠구나.[FIN]먼저 네 아버지 이야기를\n해 두지 않으면 안 되겠지···\n[PAU:1E]잘 듣거라, [NAM:00] 군.\n진정하고 잘 들어야 한다.[FIN]그건 며칠 전 일이었다···\n나와 네 아버지는\n[E2:0045]을 찾는\n여행을 막 떠난 참이었지···˳	event-dialogue	translated
C0-0781F3	[DFT][E2:0F49]그 뒤로 한참 찾아다녔지만\n네 아버지를 찾을 수는 없었다···[FIN]나는 네 아버지가 찾던\n[E2:004E]이라는 것이\n네 아버지의 행방을 아는\n[KATAKANA]열쇠[HIRAGANA]일지도 모른다고 생각했지···[FIN]그러고 보니 나는 예전에\n[PAL:02]남쪽 섬[PAL:00]에 간 적이 있다네.\n그곳의 신상에는\n신비한 돌이 박혀 있다고 하더군.[FIN]아쉽게도 결국 보지는 못했지만···\n[PAU:28]어쩌면 그것이\n[E2:0053] 중 하나일지도 모르겠구나.˳	event-dialogue	translated
C0-0786B2	[DFT][E2:0852]네가 [KATAKANA]아키하바라 박사[HIRAGANA]의 아들이지?\n나와 함께 가 주지 않겠니?[FIN]박사가 협력하지 않으면\n너를 인질로 삼으라고\n[KATAKANA]해커[HIRAGANA]의 높은 분이 말해서 말이야.\n나쁘게 생각하지 마라. [PAU:3C]하나, 둘, 셋!	event-dialogue	translated
C0-0788A8	[DFT]어서 오렴, 나의 후손들아.\n[PAU:14]내 이름은 [KATAKANA]라스크[HIRAGANA]다.\n[PAU:14]너희에게 전할 말이 있어\n이 [KATAKANA]메시지[HIRAGANA]를 남긴다.[FIN]이 낙원별 어딘가에\n[E2:004E]라는 이름의 돌이\n세 조각으로 부서져 잠들어 있다.\n신비한 힘을 품은 돌이지.[FIN]언젠가 누군가가 그 돌을 노리고\n악의 손길을 뻗어 올 것이다.\n부디 그들의 손에 넘어가기 전에\n[E2:0067]를 모아 주렴.[FIN]내 힘으로는 하나밖에\n찾지 못했다···\n그것은 [PAL:02][KATAKANA]폴린키[HIRAGANA] 백작[PAL:00]이라는\n사람에게 맡겨 두었다.[FIN]너희 시대에 백작의 저택이\n남아 있을지는 모르겠구나.\n하지만 우선 저택을 찾아가 보거라.[FIN]백작의 저택은 이곳에서 더 [KATAKANA]동쪽[HIRAGANA]으로 가서\n[PAL:02]미혹의 숲[PAL:00] 안에 있다.˳	event-dialogue	translated
C0-078BDA	[DF4][E2:080E]맞습니까? [KATAKANA]아키하바라 박사[HIRAGANA].\n저희와 함께라면 급여도 확실합니다!\n게다가 완전 주 2일 휴무제입니다.[FIN][E2:0280][CMD:EA]몇 번을 와도 똑같은 대답이다!\n[PAL:02][KATAKANA]해커[HIRAGANA][PAL:00]의 소문은 듣고 있다.\n악의 군단이 아닌가?![FIN][E2:0849]그렇게 말씀하시지만 악은 좋습니다!\n나쁜 일을 하는 게 저희 일이니까요.[FIN]그러니 [KATAKANA]해커[HIRAGANA]의 앞날을 위해\n박사님처럼 뛰어난 발명가의\n힘이 꼭 필요합니다![TPL:D8][E2:023D]흠···[PAU:1E]나를 눈여겨본 점은 칭찬하마.\n하지만 내 발명을 악을 위해\n이용할 생각은 없다.[FIN]모처럼 왔으니\n내 새 발명품을 보여 주지.\n이게 무엇인지 알겠나?[FIN][E2:087E]··호오. [PAU:1E][KATAKANA]나팔[HIRAGANA]입니까?\n그립군요. [PAU:1E]저는 고등학교 때\n[KATAKANA]트럼펫부[HIRAGANA]였거든요.[FIN][E2:024A]그런 평범한 [KATAKANA]나팔[HIRAGANA]과는 다르다.\n이렇게 사용하는 것이지.˳	event-dialogue	translated
C0-078D8A	[DF4][E2:0866][KATAKANA]으아아아아아아아아[HIRAGANA]악!![PAU:1E][DES][TER][DFT][E2:023F]오, [NAM:00]인가?\n흠, 별난 것을\n가지고 있구나.[FIN]그 [PAL:02][KATAKANA]스크랩[HIRAGANA][PAL:00] 말이다.\n그런 것을 주웠다면\n먼저 발명[KATAKANA] 머신[HIRAGANA]으로\n여러 가지 합성을 해 보거라.[FIN]의외로 재미있는 것이\n완성될 때도 있지.\n무엇이든 실패를 두려워하지 말고\n시험해 보도록 해라.˳	event-dialogue	translated
C0-078FBA	[DFT][E2:0268]뭐라고? [NAM:00]이냐?\n···[PAU:3C]뭐? [PAU:1E][KATAKANA]해커[HIRAGANA]의 전투원이?\n···그랬던 건가.[FIN]아무튼 무사해서 다행이다.[JMP]가[BYTE:90][DFT][E2:0245]너무 늦으면\n[KATAKANA]나기사[HIRAGANA] 군이 걱정할 테니\n[KATAKANA]로코코 마을[HIRAGANA]로 돌아가거라.˳	event-dialogue	translated
C0-079056	[DFT][E2:0248]모처럼 왔으니\n이 [KATAKANA]아키하바라 박사[HIRAGANA]가[FIN]발명에 관한 지식을\n가르쳐 주도록 하지.[TER][CLR]무엇이 궁금하냐?\n[PAU:28]발명에 관해\n합성에 관해\n[KATAKANA]로봇[HIRAGANA]에 관해\n역시 됐어요.[TER][CLR]\n·············그렇구나.\n[PAU:3C]뭐, 별로 상관없지만···˳	event-dialogue	translated
C0-079595	[DFT] [NAM:00]은 [KATAKANA]장롱[HIRAGANA] 안에서\n[PAL:02]아버지의 편지[PAL:00]를 찾았다!\n[PAU:1E] [NAM:00]은 편지를 읽어 보았다.˳[FIN][PAL:02] [NAM:00]아,\n 아버지는 이제부터\n 중요한 여행을 떠나기로 했다.\n 안전한 여행은 아닐 것이다.[FIN] 혹시 아버지에게 무슨 일이 생기면\n[PAL:03] 네가 언제나 집을 나설 때\n 하던 말을\n[PAL:02] 잘 떠올려 주렴.[FIN] 그럼 아버지가 없는 동안에도\n 감기 걸리지 말고 건강하게 지내거라.\n\n[PAU:1E][SKP:24]아버지가[PAL:00]	event-dialogue	translated
